,ZZEX_TREND_PERIOD1,ZZEX_TREND_PERIOD2,ZZEX_TREND_ENTITY,ZZEX_TREND_ID,ZZEX_TREND_RISK_ID,ZZEX_TREND_RISK_T_P1,ZZEX_TREND_RISK_T_P2,ZZEX_TREND_RISK_STATUS_P1,ZZEX_TREND_RISK_STATUS_P2,ZZEX_TREND_RISK_CHANGE_BY_P1,ZZEX_TREND_RISK_CHANGE_BY_P2,ZZEX_TREND_RISK_CHANGE_ON_P1,ZZEX_TREND_RISK_CHANGE_ON_P2,ZZEX_TREND_REP_CONTROL_ID_P1,ZZEX_TREND_REP_CONTROL_ID_P2,ZZEX_TREND_REFCRISK_P1,ZZEX_TREND_REFCRISK_P2,ZZEX_TREND_DISTRIB_METHOD_P1,ZZEX_TREND_DISTRIB_METHOD_P2,ZZEX_TREND_DISTRIB_T_METHOD_P1,ZZEX_TREND_DISTRIB_T_METHOD_P2,ZZEX_TREND_RISK_IS_LOCAL_P1,ZZEX_TREND_ORG_P1,ZZEX_TREND_ORG_P2,ZZEX_TREND_ORG_T_P1,ZZEX_TREND_ORG_T_P2,ZZEX_TREND_PARENT_OBJTYPE_P1,ZZEX_TREND_PARENT_OBJTYPE_P2,ZZEX_TREND_RISK_OWN_P1,ZZEX_TREND_RISK_OWN_P2,ZZEX_TREND_RISK_TYPE_P1,ZZEX_TREND_RISK_TYPE_P2,ZZEX_TREND_RISK_TYPE_T_P1,ZZEX_TREND_RISK_TYPE_T_P2,ZZEX_TREND_RISK_VALID_FROM_P1,ZZEX_TREND_RISK_VALID_FROM_P2,ZZEX_TREND_RISK_VALID_TO_P1,ZZEX_TREND_RISK_VALID_TO_P2,ZZEX_TREND_ANA_INH_IML_P1,ZZEX_TREND_ANA_INH_IML_P2,ZZEX_TREND_ANA_INH_IML_T_P1,ZZEX_TREND_ANA_INH_IML_T_P2,ZZEX_TREND_ANA_INH_IMS_P1,ZZEX_TREND_ANA_INH_IMS_P2,ZZEX_TREND_ANA_INH_PRB_P1,ZZEX_TREND_ANA_INH_PRB_P2,ZZEX_TREND_ANA_INH_PRL_P1,ZZEX_TREND_ANA_INH_PRL_P2,ZZEX_TREND_ANA_INH_PRL_T_P1,ZZEX_TREND_ANA_INH_PRL_T_P2,ZZEX_TREND_ANA_INH_PRS_P1,ZZEX_TREND_ANA_INH_PRS_P2,ZZEX_TREND_ANA_INH_RSL_P1,ZZEX_TREND_ANA_INH_RSL_P2,ZZEX_TREND_ANA_INH_RSL_T_P1,ZZEX_TREND_ANA_INH_RSL_T_P2,ZZEX_TREND_ANA_INH_RSS_P1,ZZEX_TREND_ANA_INH_RSS_P2,ZZEX_TREND_ANA_RSA_IML_P1,ZZEX_TREND_ANA_RSA_IML_P2,ZZEX_TREND_ANA_RSA_IML_T_P1,ZZEX_TREND_ANA_RSA_IML_T_P2,ZZEX_TREND_ANA_RSA_IMS_P1,ZZEX_TREND_ANA_RSA_IMS_P2,ZZEX_TREND_ANA_RSA_PRB_P1,ZZEX_TREND_ANA_RSA_PRB_P2,ZZEX_TREND_ANA_RSA_PRL_P1,ZZEX_TREND_ANA_RSA_PRL_P2,ZZEX_TREND_ANA_RSA_PRL_T_P1,ZZEX_TREND_ANA_RSA_PRL_T_P2,ZZEX_TREND_ANA_RSA_PRS_P1,ZZEX_TREND_ANA_RSA_PRS_P2,ZZEX_TREND_ANA_RSA_RSL_P1,ZZEX_TREND_ANA_RSA_RSL_P2,ZZEX_TREND_ANA_RSA_RSL_T_P1,ZZEX_TREND_ANA_RSA_RSL_T_P2,ZZEX_TREND_ANA_RSA_RSS_P1,ZZEX_TREND_ANA_RSA_RSS_P2,ZZEX_TREND_ANA_RSP_IML_P1,ZZEX_TREND_ANA_RSP_IML_P2,ZZEX_TREND_ANA_RSP_IML_T_P1,ZZEX_TREND_ANA_RSP_IML_T_P2,ZZEX_TREND_ANA_RSP_IMS_P1,ZZEX_TREND_ANA_RSP_IMS_P2,ZZEX_TREND_ANA_RSP_PRB_P1,ZZEX_TREND_ANA_RSP_PRB_P2,ZZEX_TREND_ANA_RSP_PRL_P1,ZZEX_TREND_ANA_RSP_PRL_P2,ZZEX_TREND_ANA_RSP_PRL_T_P1,ZZEX_TREND_ANA_RSP_PRL_T_P2,ZZEX_TREND_ANA_RSP_PRS_P1,ZZEX_TREND_ANA_RSP_PRS_P2,ZZEX_TREND_ANA_RSP_RSL_P1,ZZEX_TREND_ANA_RSP_RSL_P2,ZZEX_TREND_ANA_RSP_RSL_T_P1,ZZEX_TREND_ANA_RSP_RSL_T_P2,ZZEX_TREND_ANA_RSP_RSS_T_P1,ZZEX_TREND_ANA_RSP_RSS_T_P2,ZZEX_TREND_RISK_RISK_LEVEL_P1,ZZEX_TREND_RISK_RISK_LEVEL_P2,ZZEX_TREND_RISK_RISK_LEVEL_TP1,ZZEX_TREND_RISK_RISK_LEVEL_TP2,ODQ_CHANGEMODE,ODQ_ENTITYCNTR,LOAD_DATE
787,1/01/2021,1/07/2021,RS,,50010516,Incidents/accidents during installation,Safety incidents/accidents during constr,Active,Active,20032142,20032142,8/07/2021,8/07/2021,,,50000758,50000758,X,X,Copy,Copy,X,50008084,50008084,,,ORGUNIT,ORGUNIT,20101900,20101900,0BOWTIE,0BOWTIE,Operational,,27/03/2018,27/03/2018,8/07/2021,8/07/2021,3,3,Moderate,Moderate,60,60,70,50,70,50,Likely,Possible,0.7,0.5,H,H,High,High,42,30,3,3,Moderate,Moderate,60,60,33.5,28.5,33,28,Unlikely,Unlikely,0.335,0.285,M,M,Medium,Medium,20.1,17.1,3,3,Moderate,Moderate,60,60,32.5,27.5,32,27,Unlikely,,0.325,0.275,M,M,Medium,Medium,19.5,16.5,M,M,Medium,Medium,,0,59:03.4
788,1/01/2021,1/07/2021,RS,,50010540,Changes in legislation (labour broking),Changes in legislation (labour broking),Active,Active,20046082,20046082,17/10/2019,17/10/2019,,,50003584,50003584,X,X,Copy,Copy,X,50008228,50008228,,,ORGUNIT,ORGUNIT,8508,8508,0BOWTIE,0BOWTIE,Operational,,4/04/2018,4/04/2018,31/12/9999,31/12/9999,2,2,Minor,Minor,25,25,40,40,40,40,Possible,Possible,0.4,0.4,M,M,Medium,Medium,10,10,2,2,Minor,Minor,25,25,40,40,40,40,Possible,Possible,0.4,0.4,M,M,Medium,Medium,10,10,2,2,Minor,Minor,25,25,31.5,31.5,31,31,Unlikely,,0.315,0.315,L,L,Low,Low,7.875,7.875,M,M,Medium,Medium,,0,59:03.4
789,1/01/2021,1/07/2021,RS,,50010541,Wetland offsets,Wetland offsets,Active,Active,20046082,20046082,7/05/2021,7/05/2021,,,50001922,50001922,X,X,Copy,Copy,X,50008228,50008228,,,ORGUNIT,ORGUNIT,J0246030,J0246030,0BOWTIE,0BOWTIE,Operational,,4/04/2018,4/04/2018,31/12/9999,31/12/9999,2,2,Minor,Minor,30,30,65,65,65,65,Likely,Likely,0.65,0.65,M,M,Medium,Medium,19.5,19.5,2,2,Minor,Minor,30,30,65,65,65,65,Likely,Likely,0.65,0.65,M,M,Medium,Medium,19.5,19.5,2,2,Minor,Minor,30,30,31,31,31,31,Unlikely,,0.31,0.31,L,L,Low,Low,9.3,9.3,M,M,Medium,Medium,,0,59:03.4
790,1/01/2021,1/07/2021,RS,,50010568,Incorrect due diligence factors,Incorrect due diligence factors,Active,Active,20028613,20028613,28/02/2019,28/02/2019,,,50010551,50010551,X,X,Copy,Copy,X,50010356,50010356,,,ORGUNIT,ORGUNIT,1913921,1913921,0BOWTIE,0BOWTIE,Operational,,5/04/2018,5/04/2018,31/12/9999,31/12/9999,1,1,Insignificant,Insignificant,0,0,0,0,1,1,Rare,Rare,0,0,L,L,Low,Low,0,0,1,1,Insignificant,Insignificant,0,0,0,0,1,1,Rare,Rare,0,0,L,L,Low,Low,0,0,1,1,Insignificant,Insignificant,0,0,0,0,1,1,Rare,,0,0,L,L,Low,Low,0,0,L,L,Low,Low,,0,59:03.4
791,1/01/2021,1/07/2021,RS,,50010623,Incidents/accidents during construction,Incidents/accidents during construction,Active,Active,20101177,20101177,15/11/2019,15/11/2019,,,50000758,50000758,X,X,Copy,Copy,X,50010594,50010594,,,ORGUNIT,ORGUNIT,20057345,20057345,0BOWTIE,0BOWTIE,Operational,,24/04/2018,24/04/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,70,70,70,70,Likely,Likely,0.7,0.7,H,H,High,High,42,42,3,3,Moderate,Moderate,60,60,38,38,38,38,Possible,Possible,0.38,0.38,H,H,High,High,22.8,22.8,3,3,Moderate,Moderate,60,60,38,38,38,38,Possible,,0.38,0.38,H,H,High,High,22.8,22.8,H,H,High,High,,0,59:03.4
792,1/01/2021,1/07/2021,RS,,50010661,"Slip, trip and fall","Slip, trip and fall",Active,Active,20046082,20046082,2/10/2018,2/10/2018,,,50004718,50004718,X,X,Copy,Copy,X,50010660,50010660,,,ACTIVITY,ACTIVITY,20021178,20021178,0BOWTIE,0BOWTIE,Operational,,3/05/2018,3/05/2018,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,80,80,5,5,Catastrophic,Catastrophic,100,100,50,50,50,50,Possible,Possible,0.5,0.5,VH,VH,Very High,Very High,50,50,5,5,Catastrophic,Catastrophic,100,100,42,42,42,42,Possible,,0.42,0.42,VH,VH,Very High,Very High,42,42,VH,VH,Very High,Very High,,0,59:03.4
793,1/01/2021,1/07/2021,RS,,50010672,"Eskom - Curtailment, upgrades, Grid Inst","Eskom - Curtailment, upgrades, Grid Inst",Active,Active,4148544,4148544,11/05/2018,11/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,11/05/2018,11/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,75,75,75,75,Likely,Likely,0.75,0.75,H,H,High,High,37.5,37.5,3,3,Moderate,Moderate,50,50,75,75,75,75,Likely,Likely,0.75,0.75,H,H,High,High,37.5,37.5,3,3,Moderate,Moderate,50,50,75,75,75,75,Likely,,0.75,0.75,H,H,High,High,37.5,37.5,H,H,High,High,,0,59:03.4
794,1/01/2021,1/07/2021,RS,,50010683,Eskom not adhering to contr. obligations,Eskom not adhering to contr. obligations,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,99,99,99,99,Almost Certain,Almost Certain,0.99,0.99,VH,VH,Very High,Very High,79.2,79.2,4,4,Major,Major,80,80,99,99,99,99,Almost Certain,Almost Certain,0.99,0.99,VH,VH,Very High,Very High,79.2,79.2,4,4,Major,Major,80,80,99,99,99,99,Almost Certain,,0.99,0.99,VH,VH,Very High,Very High,79.2,79.2,VH,VH,Very High,Very High,,0,59:03.4
795,1/01/2021,1/07/2021,RS,,50010684,TCWF not meeting schedule requirement,TCWF not meeting schedule requirement,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,50,50,50,50,Possible,Possible,0.5,0.5,VH,VH,Very High,Very High,40,40,4,4,Major,Major,80,80,50,50,50,50,Possible,Possible,0.5,0.5,VH,VH,Very High,Very High,40,40,4,4,Major,Major,80,80,50,50,50,50,Possible,,0.5,0.5,VH,VH,Very High,Very High,40,40,VH,VH,Very High,Very High,,0,59:03.4
796,1/01/2021,1/07/2021,RS,,50010685,Motor vehicle accidents on route to site,Motor vehicle accidents on route to site,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,65,65,65,65,Likely,Likely,0.65,0.65,VH,VH,Very High,Very High,65,65,5,5,Catastrophic,Catastrophic,100,100,65,65,65,65,Likely,Likely,0.65,0.65,VH,VH,Very High,Very High,65,65,5,5,Catastrophic,Catastrophic,100,100,65,65,65,65,Likely,,0.65,0.65,VH,VH,Very High,Very High,65,65,VH,VH,Very High,Very High,,0,59:03.4
797,1/01/2021,1/07/2021,RS,,50010686,TCWF in breach of multiple agreements.,TCWF in breach of multiple agreements.,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,75,75,75,75,Likely,Likely,0.75,0.75,VH,VH,Very High,Very High,75,75,5,5,Catastrophic,Catastrophic,100,100,75,75,75,75,Likely,Likely,0.75,0.75,VH,VH,Very High,Very High,75,75,5,5,Catastrophic,Catastrophic,100,100,75,75,75,75,Likely,,0.75,0.75,VH,VH,Very High,Very High,75,75,VH,VH,Very High,Very High,,0,59:03.4
798,1/01/2021,1/07/2021,RS,,50010687,Risk of disputes from landowners,Risk of disputes from landowners,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,30,30,3,3,Moderate,Moderate,60,60,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,30,30,3,3,Moderate,Moderate,60,60,50,50,50,50,Possible,,0.5,0.5,H,H,High,High,30,30,H,H,High,High,,0,59:03.4
799,1/01/2021,1/07/2021,RS,,50010688,Fire hazard at substation & facility,Fire hazard at substation & facility,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,40,40,40,40,Possible,Possible,0.4,0.4,VH,VH,Very High,Very High,32,32,4,4,Major,Major,80,80,40,40,40,40,Possible,Possible,0.4,0.4,VH,VH,Very High,Very High,32,32,4,4,Major,Major,80,80,40,40,40,40,Possible,,0.4,0.4,VH,VH,Very High,Very High,32,32,VH,VH,Very High,Very High,,0,59:03.4
800,1/01/2021,1/07/2021,RS,,50010689,Financial model not correct,Financial model not correct,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,35,35,35,35,Unlikely,Unlikely,0.35,0.35,M,M,Medium,Medium,21,21,3,3,Moderate,Moderate,60,60,35,35,35,35,Unlikely,Unlikely,0.35,0.35,M,M,Medium,Medium,21,21,3,3,Moderate,Moderate,60,60,35,35,35,35,Unlikely,,0.35,0.35,M,M,Medium,Medium,21,21,M,M,Medium,Medium,,0,59:03.4
801,1/01/2021,1/07/2021,RS,,50010690,Ineffective quality mgmt during man&con,Ineffective quality mgmt during man&con,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,36,36,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,36,36,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,,0.6,0.6,H,H,High,High,36,36,H,H,High,High,,0,59:03.4
802,1/01/2021,1/07/2021,RS,,50010691,Labour unrest,Labour unrest,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,35,35,35,35,Unlikely,Unlikely,0.35,0.35,M,M,Medium,Medium,17.5,17.5,3,3,Moderate,Moderate,50,50,35,35,35,35,Unlikely,Unlikely,0.35,0.35,M,M,Medium,Medium,17.5,17.5,3,3,Moderate,Moderate,50,50,35,35,35,35,Unlikely,,0.35,0.35,M,M,Medium,Medium,17.5,17.5,M,M,Medium,Medium,,0,59:03.4
803,1/01/2021,1/07/2021,RS,,50010692,Non-compliance to Environmental permits,Non-compliance to Environmental permits,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,25,25,3,3,Moderate,Moderate,50,50,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,25,25,3,3,Moderate,Moderate,50,50,50,50,50,50,Possible,,0.5,0.5,H,H,High,High,25,25,H,H,High,High,,0,59:03.4
804,1/01/2021,1/07/2021,RS,,50010693,Slower business growth than planned.,Slower business growth than planned.,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,64,64,4,4,Major,Major,80,80,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,64,64,4,4,Major,Major,80,80,80,80,80,80,Likely,,0.8,0.8,VH,VH,Very High,Very High,64,64,VH,VH,Very High,Very High,,0,59:03.4
805,1/01/2021,1/07/2021,RS,,50010694,Reputational Risk due to online petition,Reputational Risk due to online petition,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,35,35,35,35,Unlikely,Unlikely,0.35,0.35,M,M,Medium,Medium,17.5,17.5,3,3,Moderate,Moderate,50,50,35,35,35,35,Unlikely,Unlikely,0.35,0.35,M,M,Medium,Medium,17.5,17.5,3,3,Moderate,Moderate,50,50,35,35,35,35,Unlikely,,0.35,0.35,M,M,Medium,Medium,17.5,17.5,M,M,Medium,Medium,,0,59:03.4
806,1/01/2021,1/07/2021,RS,,50010695,Non-compliance to B-BBEE,Non-compliance to B-BBEE,Active,Active,20046082,20046082,18/05/2020,18/05/2020,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,25,25,3,3,Moderate,Moderate,50,50,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,25,25,3,3,Moderate,Moderate,50,50,50,50,50,50,Possible,,0.5,0.5,H,H,High,High,25,25,H,H,High,High,,0,59:03.4
807,1/01/2021,1/07/2021,RS,,50010696,Non-adherence_operating/governance model,Non-adherence_operating/governance model,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,50,50,50,50,Possible,Possible,0.5,0.5,VH,VH,Very High,Very High,40,40,4,4,Major,Major,80,80,50,50,50,50,Possible,Possible,0.5,0.5,VH,VH,Very High,Very High,40,40,4,4,Major,Major,80,80,50,50,50,50,Possible,,0.5,0.5,VH,VH,Very High,Very High,40,40,VH,VH,Very High,Very High,,0,59:03.4
808,1/01/2021,1/07/2021,RS,,50010697,Electrical accidents,Electrical accidents,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,40,40,40,40,Possible,Possible,0.4,0.4,VH,VH,Very High,Very High,32,32,4,4,Major,Major,80,80,40,40,40,40,Possible,Possible,0.4,0.4,VH,VH,Very High,Very High,32,32,4,4,Major,Major,80,80,40,40,40,40,Possible,,0.4,0.4,VH,VH,Very High,Very High,32,32,VH,VH,Very High,Very High,,0,59:03.4
809,1/01/2021,1/07/2021,RS,,50010698,General damage to assets,General damage to assets,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,35,35,35,35,Unlikely,Unlikely,0.35,0.35,H,H,High,High,28,28,4,4,Major,Major,80,80,35,35,35,35,Unlikely,Unlikely,0.35,0.35,H,H,High,High,28,28,4,4,Major,Major,80,80,35,35,35,35,Unlikely,,0.35,0.35,H,H,High,High,28,28,H,H,High,High,,0,59:03.4
810,1/01/2021,1/07/2021,RS,,50010699,Non-compliance to H&S legislation.,Non-compliance to H&S legislation.,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,50,50,50,50,Possible,Possible,0.5,0.5,VH,VH,Very High,Very High,50,50,5,5,Catastrophic,Catastrophic,100,100,50,50,50,50,Possible,Possible,0.5,0.5,VH,VH,Very High,Very High,50,50,5,5,Catastrophic,Catastrophic,100,100,50,50,50,50,Possible,,0.5,0.5,VH,VH,Very High,Very High,50,50,VH,VH,Very High,Very High,,0,59:03.4
811,1/01/2021,1/07/2021,RS,,50010700,EPC not meeting contractual obligations,EPC not meeting contractual obligations,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,60,60,60,60,Possible,Possible,0.6,0.6,VH,VH,Very High,Very High,54,54,5,5,Catastrophic,Catastrophic,90,90,60,60,60,60,Possible,Possible,0.6,0.6,VH,VH,Very High,Very High,54,54,5,5,Catastrophic,Catastrophic,90,90,60,60,60,60,Possible,,0.6,0.6,VH,VH,Very High,Very High,54,54,VH,VH,Very High,Very High,,0,59:03.4
812,1/01/2021,1/07/2021,RS,,50010701,Non compliance to the construction EMP,Non compliance to the construction EMP,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,4,4,Major,Major,70,70,45,45,45,45,Possible,Possible,0.45,0.45,VH,VH,Very High,Very High,31.5,31.5,4,4,Major,Major,70,70,45,45,45,45,Possible,Possible,0.45,0.45,VH,VH,Very High,Very High,31.5,31.5,4,4,Major,Major,70,70,45,45,45,45,Possible,,0.45,0.45,VH,VH,Very High,Very High,31.5,31.5,VH,VH,Very High,Very High,,0,59:03.4
813,1/01/2021,1/07/2021,RS,,50010702,Non compliance with enviro requirements,Non compliance with enviro requirements,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,2,2,Minor,Minor,30,30,35,35,35,35,Unlikely,Unlikely,0.35,0.35,L,L,Low,Low,10.5,10.5,2,2,Minor,Minor,30,30,35,35,35,35,Unlikely,Unlikely,0.35,0.35,L,L,Low,Low,10.5,10.5,2,2,Minor,Minor,30,30,35,35,35,35,Unlikely,,0.35,0.35,L,L,Low,Low,10.5,10.5,L,L,Low,Low,,0,59:03.4
814,1/01/2021,1/07/2021,RS,,50010703,Theft of equipment,Theft of equipment,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,2,2,Minor,Minor,15,15,5,5,5,5,Rare,Rare,0.05,0.05,L,L,Low,Low,0.75,0.75,2,2,Minor,Minor,15,15,5,5,5,5,Rare,Rare,0.05,0.05,L,L,Low,Low,0.75,0.75,2,2,Minor,Minor,15,15,5,5,5,5,Rare,,0.05,0.05,L,L,Low,Low,0.75,0.75,L,L,Low,Low,,0,59:03.4
815,1/01/2021,1/07/2021,RS,,50010704,Loss of critical skills.,Loss of critical skills.,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,4,4,Major,Major,70,70,65,65,65,65,Likely,Likely,0.65,0.65,VH,VH,Very High,Very High,45.5,45.5,4,4,Major,Major,70,70,65,65,65,65,Likely,Likely,0.65,0.65,VH,VH,Very High,Very High,45.5,45.5,4,4,Major,Major,70,70,65,65,65,65,Likely,,0.65,0.65,VH,VH,Very High,Very High,45.5,45.5,VH,VH,Very High,Very High,,0,59:03.4
816,1/01/2021,1/07/2021,RS,,50010705,Non-compliance to EE legislation,Non-compliance to EE legislation,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,55,55,55,55,Possible,Possible,0.55,0.55,H,H,High,High,27.5,27.5,3,3,Moderate,Moderate,50,50,55,55,55,55,Possible,Possible,0.55,0.55,H,H,High,High,27.5,27.5,3,3,Moderate,Moderate,50,50,55,55,55,55,Possible,,0.55,0.55,H,H,High,High,27.5,27.5,H,H,High,High,,0,59:03.4
817,1/01/2021,1/07/2021,RS,,50010706,Inability to obtain competitive funding,Inability to obtain competitive funding,Active,Active,1402335,1402335,15/05/2018,15/05/2018,,,0,0,,,None,None,X,50010385,50010385,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,15/05/2018,15/05/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,25,25,3,3,Moderate,Moderate,50,50,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,25,25,3,3,Moderate,Moderate,50,50,50,50,50,50,Possible,,0.5,0.5,H,H,High,High,25,25,H,H,High,High,,0,59:03.4
